Nov. 22, 2013	66498
Nov. 23, 2013	92698
Nov. 24, 2013	84194
Nov. 25, 2013	47725
Nov. 26, 2013	51724
Nov. 27, 2013	15161249
Nov. 28, 2013	11037812
Nov. 29, 2013	26840236
Nov. 30, 2013	25343182
Dec. 1, 2013	15207908
Dec. 2, 2013	2504648
Dec. 3, 2013	2500537
Dec. 4, 2013	1831849
Dec. 5, 2013	1867176
Dec. 6, 2013	6723820
Dec. 7, 2013	15063237
Dec. 8, 2013	9829173
Dec. 9, 2013	2051152
Dec. 10, 2013	2463619
Dec. 11, 2013	1720122
Dec. 12, 2013	1715514
Dec. 13, 2013	5097211
Dec. 14, 2013	10144815
Dec. 15, 2013	7326112
Dec. 16, 2013	1598740
Dec. 17, 2013	2032330
Dec. 18, 2013	1790607
Dec. 19, 2013	2198122
Dec. 20, 2013	5104292
Dec. 21, 2013	7705553
Dec. 22, 2013	6832262
Dec. 23, 2013	7242689
Dec. 24, 2013	4781745
Dec. 25, 2013	6354222
Dec. 26, 2013	9108703
Dec. 27, 2013	10167906
Dec. 28, 2013	10006528
Dec. 29, 2013	8421885
Dec. 30, 2013	7898402
Dec. 31, 2013	7076451
Jan. 1, 2014	8718939
Jan. 2, 2014	5304617
Jan. 3, 2014	6752054
Jan. 4, 2014	8037475
Jan. 5, 2014	4785996
Jan. 6, 2014	1728610
Jan. 7, 2014	1901414
Jan. 8, 2014	1179790
Jan. 9, 2014	1089445
Jan. 10, 2014	3116299
Jan. 11, 2014	7136347
Jan. 12, 2014	4475472
Jan. 13, 2014	761440
Jan. 14, 2014	976359
Jan. 15, 2014	751353
Jan. 16, 2014	823103
Jan. 17, 2014	2515276
Jan. 18, 2014	5282199
Jan. 19, 2014	3974379
Jan. 20, 2014	4296698
Jan. 21, 2014	750191
Jan. 22, 2014	675281
Jan. 23, 2014	654820
Jan. 24, 2014	2042023
Jan. 25, 2014	4222805
Jan. 26, 2014	2853978
Jan. 27, 2014	657502
Jan. 28, 2014	901782
Jan. 29, 2014	594727
Jan. 30, 2014	649307
Jan. 31, 2014	2244958
Feb. 1, 2014	4569105
Feb. 2, 2014	2119450
Feb. 3, 2014	486462
Feb. 4, 2014	529700
Feb. 5, 2014	576407
Feb. 6, 2014	536215
Feb. 7, 2014	1388839
Feb. 8, 2014	3326659
Feb. 9, 2014	2157313
Feb. 10, 2014	443330
Feb. 11, 2014	403385
Feb. 12, 2014	308635
Feb. 13, 2014	398427
Feb. 14, 2014	1707212
Feb. 15, 2014	2419790
Feb. 16, 2014	2099578
Feb. 17, 2014	1830553
Feb. 18, 2014	547266
Feb. 19, 2014	454973
Feb. 20, 2014	453749
Feb. 21, 2014	1023438
Feb. 22, 2014	2031012
Feb. 23, 2014	1349347
Feb. 24, 2014	227077
Feb. 25, 2014	270696
Feb. 26, 2014	246519
Feb. 27, 2014	272719
Feb. 28, 2014	718026
Mar. 1, 2014	1788949
Mar. 2, 2014	1124665
Mar. 3, 2014	338298
Mar. 4, 2014	387232
Mar. 5, 2014	265912
Mar. 6, 2014	291889
Mar. 7, 2014	633121
Mar. 8, 2014	1389988
Mar. 9, 2014	931445
Mar. 10, 2014	277633
Mar. 11, 2014	342207
Mar. 12, 2014	311268
Mar. 13, 2014	313074
Mar. 14, 2014	522544
Mar. 15, 2014	937245
Mar. 16, 2014	687954
Mar. 17, 2014	195135
Mar. 18, 2014	174058
Mar. 19, 2014	139287
Mar. 20, 2014	114188
Mar. 21, 2014	166290
Mar. 22, 2014	332499
Mar. 23, 2014	236812
Mar. 24, 2014	71076
Mar. 25, 2014	88695
Mar. 26, 2014	75339
Mar. 27, 2014	73903
Mar. 28, 2014	79039
Mar. 29, 2014	156441
Mar. 30, 2014	102256
Mar. 31, 2014	35045
Apr. 1, 2014	38463
Apr. 2, 2014	35843
Apr. 3, 2014	38051
Apr. 4, 2014	112473
Apr. 5, 2014	194563
Apr. 6, 2014	92841
Apr. 7, 2014	26610
Apr. 8, 2014	36014
Apr. 9, 2014	29108
Apr. 10, 2014	29620
Apr. 11, 2014	97030
Apr. 12, 2014	186386
Apr. 13, 2014	101590
Apr. 14, 2014	36445
Apr. 15, 2014	48242
Apr. 16, 2014	41669
Apr. 17, 2014	47469
Apr. 18, 2014	96320
Apr. 19, 2014	108766
Apr. 20, 2014	53808
Apr. 21, 2014	29413
Apr. 22, 2014	27947
Apr. 23, 2014	24888
Apr. 24, 2014	25224
Apr. 25, 2014	42742
Apr. 26, 2014	85630
Apr. 27, 2014	61590
Apr. 28, 2014	12164
Apr. 29, 2014	14378
Apr. 30, 2014	13050
